Province,City,Date,Daytime weather ,Daytime wind ,MaximumTemperature,Nighttime weather,Night wind ,MinimumTemperature
辽宁,大连,2018/11/22,晴,北风 5-6级,6,多云,北风 5-6级,1
辽宁,大连,2018/11/23,多云,南风 5-6级,10,小雨,南风 5-6级,4
辽宁,大连,2018/11/24,多云,西风 5-6级,8,晴,西风 5-6级,3
辽宁,大连,2018/11/25,晴,西风 4-5级,11,晴,西风 4-5级,7
辽宁,大连,2018/11/26,多云,西南风 5-6级,13,多云,西南风 5-6级,5
辽宁,大连,2018/11/27,晴,北风 5-6级,9,晴,北风 5-6级,2
辽宁,大连,2018/11/28,多云,东南风 4-5级,9,小雨,东南风 4-5级,3
辽宁,大连,2018/11/29,晴,东北风 5-6级,7,晴,东北风 5-6级,1
辽宁,大连,2018/11/30,多云,西南风 4-5级,10,晴,西南风 4-5级,3
辽宁,大连,2018/12/1,晴,东南风 4-5级,11,多云,东南风 4-5级,4
辽宁,大连,2018/12/2,小雨,南风 5-6级,12,小雨,南风 5-6级,7
辽宁,大连,2018/12/3,多云,北风 6-7级,8,晴,北风 6-7级,-1
辽宁,大连,2018/12/4,晴,北风 6-7级,2,多云,北风 6-7级,-4
辽宁,大连,2018/12/5,多云,南风 4-5级,3,大雪,南风 4-5级,-1
辽宁,大连,2018/12/6,中雪,北风 6-7级,-1,阵雪,北风 6-7级,-9
辽宁,大连,2018/12/7,阵雪,西北风 5-6级,-5,阵雪,西北风 5-6级,-10
辽宁,大连,2018/12/8,阵雪,西北风 5-6级,-4,多云,西北风 5-6级,-9
辽宁,大连,2018/12/9,晴,西风 4-5级,0,晴,西风 4-5级,-4
辽宁,大连,2018/12/10,多云,东北风 4-5级,3,小雪,东北风 4-5级,-3
辽宁,大连,2018/12/11,小雪,北风 6-7级,-1,多云,北风 6-7级,-8
辽宁,大连,2018/12/12,晴,北风 5-6级,1,晴,北风 5-6级,-5
辽宁,大连,2018/12/13,晴,北风 5-6级,-1,晴,北风 5-6级,-6
辽宁,大连,2018/12/14,晴,北风 4-5级,2,晴,北风 4-5级,-4
辽宁,大连,2018/12/15,多云,西南风 5-6级,6,多云,西南风 5-6级,2
辽宁,大连,2018/12/16,晴,西风 5-6级,7,晴,西风 5-6级,0
辽宁,大连,2018/12/17,晴,西北风 5-6级,6,晴,西北风 5-6级,1
辽宁,大连,2018/12/18,晴,西风 5-6级,7,晴,西风 5-6级,-1
辽宁,大连,2018/12/19,晴,西南风 4-5级,8,晴,西南风 4-5级,1
辽宁,大连,2018/12/20,晴,南风 4-5级,8,小雨,南风 4-5级,2
辽宁,大连,2018/12/21,小雨,西风 4-5级,8,多云,西风 4-5级,1
辽宁,大连,2018/12/22,多云,北风 4-5级,7,多云,北风 4-5级,-3
辽宁,大连,2018/12/23,晴,北风 6-7级,-1,晴,北风 6-7级,-4
辽宁,大连,2018/12/24,晴,西南风 5-6级,4,晴,西南风 5-6级,-1
辽宁,大连,2018/12/25,晴,北风 6-7级,4,晴,北风 6-7级,-9
辽宁,大连,2018/12/26,晴,北风 6-7级,-6,多云,北风 6-7级,-13
辽宁,大连,2018/12/27,多云,北风 5-6级,-8,多云,北风 5-6级,-13
辽宁,大连,2018/12/28,多云,北风 5-6级,-6,晴,北风 5-6级,-12
辽宁,大连,2018/12/29,晴,西北风 5-6级,-5,晴,西北风 5-6级,-9
辽宁,大连,2018/12/30,晴,北风 5-6级,-4,晴,北风 5-6级,-10
辽宁,大连,2018/12/31,晴,北风 5-6级,-5,多云,北风 5-6级,-9
