Province,City,Date,Daytime weather ,Daytime wind ,MaximumTemperature,Nighttime weather,Night wind ,MinimumTemperature
北京,北京,2018/12/12,晴,西南风 1-2级,1,晴,西南风 1-2级,-8
北京,北京,2018/12/13,晴,北风 3-4级,3,晴,北风 3-4级,-7
北京,北京,2018/12/14,晴,南风 1-2级,4,多云,南风 1-2级,-6
北京,北京,2018/12/15,霾,西风 1-2级,2,霾,西风 1-2级,-6
北京,北京,2018/12/16,晴,西北风 3-4级,7,晴,西北风 3-4级,-4
北京,北京,2018/12/17,晴,西南风 1-2级,8,晴,西南风 1-2级,-5
北京,北京,2018/12/18,晴,北风 1-2级,9,晴,北风 1-2级,-4
北京,北京,2018/12/19,晴,北风 1-2级,8,多云,北风 1-2级,-5
北京,北京,2018/12/20,多云,东南风 1-2级,6,霾,东南风 1-2级,-4
北京,北京,2018/12/21,多云,西南风 1-2级,9,多云,西南风 1-2级,-2
北京,北京,2018/12/22,多云,北风 1-2级,8,多云,北风 1-2级,-6
北京,北京,2018/12/23,晴,北风 3-4级,0,晴,北风 3-4级,-9
北京,北京,2018/12/24,晴,西南风 1-2级,2,晴,西南风 1-2级,-8
北京,北京,2018/12/25,晴,北风 3-4级,3,晴,北风 3-4级,-9
北京,北京,2018/12/26,晴,东风 1-2级,-2,多云,东风 1-2级,-11
北京,北京,2018/12/27,多云,北风 4-5级,-6,晴,北风 4-5级,-12
北京,北京,2018/12/28,晴,西北风 3-4级,-4,晴,西北风 3-4级,-11
北京,北京,2018/12/29,晴,北风 1-2级,-3,晴,北风 1-2级,-12
北京,北京,2018/12/30,晴,北风 1-2级,-2,多云,北风 1-2级,-11
北京,北京,2018/12/31,多云,南风 1-2级,-2,多云,南风 1-2级,-10
